Official symbol for Interactor A,Official symbol for Interactor B,Organism ID for Interactor A,Organism ID for Interactor B,Interaction Throughput,Quantitative Score,Genes,Log2FoldChange,FoldChange,Regulation
HAP1,TXLNA,Homo sapiens,Homo sapiens,High Throughput,0.957236043,HAP1,1.13344525231078,2.19382014128947,UpRegulated
HAP1,MKLN1,Homo sapiens,Homo sapiens,High Throughput,0.955026343,HAP1,1.13344525231078,2.19382014128947,UpRegulated
NAP1L5,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
SNAPIN,HAP1,Homo sapiens,Homo sapiens,High Throughput,3.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
ATP5J2,HAP1,Homo sapiens,Homo sapiens,High Throughput,3.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
RPS25,HAP1,Homo sapiens,Homo sapiens,High Throughput,3.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
TNNT3,HAP1,Homo sapiens,Homo sapiens,High Throughput,3.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
TOMM20,HAP1,Homo sapiens,Homo sapiens,High Throughput,3.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
PSMD11,HAP1,Homo sapiens,Homo sapiens,High Throughput,3.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
PFDN1,HAP1,Homo sapiens,Homo sapiens,High Throughput,3.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
NDUFB9,HAP1,Homo sapiens,Homo sapiens,High Throughput,3.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
CDK5RAP2,HAP1,Homo sapiens,Homo sapiens,High Throughput,3.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
ZNF20,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
HAP1,PPP1R12A,Homo sapiens,Homo sapiens,High Throughput,0.989975264,HAP1,1.13344525231078,2.19382014128947,UpRegulated
UTP3,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
RER1,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
MRPS9,HAP1,Homo sapiens,Homo sapiens,High Throughput,1.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
ZNF24,HAP1,Homo sapiens,Homo sapiens,High Throughput,3.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
PPID,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
PDCD7,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
NIPSNAP3A,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
PPOX,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
STX5,HAP1,Homo sapiens,Homo sapiens,High Throughput,3.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
CCDC96,HAP1,Homo sapiens,Homo sapiens,High Throughput,0.968402498,HAP1,1.13344525231078,2.19382014128947,UpRegulated
DDX49,HAP1,Homo sapiens,Homo sapiens,High Throughput,1.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
HAP1,NBR1,Homo sapiens,Homo sapiens,High Throughput,0.95756294,HAP1,1.13344525231078,2.19382014128947,UpRegulated
ZNF691,HAP1,Homo sapiens,Homo sapiens,High Throughput,1.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
HMOX2,HAP1,Homo sapiens,Homo sapiens,High Throughput,1.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
GLTSCR2,HAP1,Homo sapiens,Homo sapiens,High Throughput,1.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
HAP1,CC2D1A,Homo sapiens,Homo sapiens,High Throughput,0.999771363,HAP1,1.13344525231078,2.19382014128947,UpRegulated
HAP1,PRKRIR,Homo sapiens,Homo sapiens,High Throughput,0.990325423,HAP1,1.13344525231078,2.19382014128947,UpRegulated
EIF3E,HAP1,Homo sapiens,Homo sapiens,High Throughput,1.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
MAFB,BACH2,Homo sapiens,Homo sapiens,High Throughput,0.99686792,MAFB,-1.12565448885744,2.18200512296082,DownRegulated
MAFB,TMED8,Homo sapiens,Homo sapiens,High Throughput,0.999473541,MAFB,-1.12565448885744,2.18200512296082,DownRegulated
SP100,MAFB,Homo sapiens,Homo sapiens,High Throughput,15.25033427,MAFB,-1.12565448885744,2.18200512296082,DownRegulated
MAFB,ERBB2IP,Homo sapiens,Homo sapiens,High Throughput,0.959777825,MAFB,-1.12565448885744,2.18200512296082,DownRegulated
BACH1,MAFB,Homo sapiens,Homo sapiens,High Throughput,0.999998546,MAFB,-1.12565448885744,2.18200512296082,DownRegulated
TICAM1,DIS3L2,Homo sapiens,Homo sapiens,High Throughput,0.99999996,TICAM1,1.12153591819263,2.17578487081678,UpRegulated
TICAM1,GPX1,Homo sapiens,Homo sapiens,High Throughput,0.956626212,TICAM1,1.12153591819263,2.17578487081678,UpRegulated
TICAM1,VPS11,Homo sapiens,Homo sapiens,High Throughput,0.912144575,TICAM1,1.12153591819263,2.17578487081678,UpRegulated
IL23A,IFFO1,Homo sapiens,Homo sapiens,High Throughput,0.965149062,IL23A,1.11927796209597,2.17238222226156,UpRegulated
IL23A,IFFO1,Homo sapiens,Homo sapiens,High Throughput,0.904048875,IL23A,1.11927796209597,2.17238222226156,UpRegulated
IL23A,RNF41,Homo sapiens,Homo sapiens,High Throughput,0.995446275,IL23A,1.11927796209597,2.17238222226156,UpRegulated
IL23A,RNF41,Homo sapiens,Homo sapiens,High Throughput,0.994914255,IL23A,1.11927796209597,2.17238222226156,UpRegulated
TPST2,CITED2,Homo sapiens,Homo sapiens,High Throughput,0.947197233,CITED2,-1.09633104883452,2.13810254704773,DownRegulated
CCDC121,TBC1D17,Homo sapiens,Homo sapiens,High Throughput,0.99958444,CCDC121,-1.08520413635531,2.12167567126276,DownRegulated
LTBR,CCDC121,Homo sapiens,Homo sapiens,High Throughput,0.999999888,CCDC121,-1.08520413635531,2.12167567126276,DownRegulated
LTBR,CCDC121,Homo sapiens,Homo sapiens,High Throughput,0.999999953,CCDC121,-1.08520413635531,2.12167567126276,DownRegulated
CCDC121,SCRN1,Homo sapiens,Homo sapiens,High Throughput,0.990740169,CCDC121,-1.08520413635531,2.12167567126276,DownRegulated
CCDC121,TBC1D17,Homo sapiens,Homo sapiens,High Throughput,0.999719465,CCDC121,-1.08520413635531,2.12167567126276,DownRegulated
CCDC121,TBC1D15,Homo sapiens,Homo sapiens,High Throughput,0.988417369,CCDC121,-1.08520413635531,2.12167567126276,DownRegulated
CCDC121,UBE2E3,Homo sapiens,Homo sapiens,High Throughput,0.962301292,CCDC121,-1.08520413635531,2.12167567126276,DownRegulated
CCDC121,TBC1D15,Homo sapiens,Homo sapiens,High Throughput,0.984746168,CCDC121,-1.08520413635531,2.12167567126276,DownRegulated
BTNL2,TOR4A,Homo sapiens,Homo sapiens,High Throughput,0.964925027,TOR4A,1.08368032087019,2.11943588022159,UpRegulated
SCG5,CHAC1,Homo sapiens,Homo sapiens,High Throughput,0.976278554,CHAC1,-1.07364294554551,2.1047413398078,DownRegulated
PTAFR,RABL3,Homo sapiens,Homo sapiens,High Throughput,0.982808517,PTAFR,1.07278441451032,2.10348920532435,UpRegulated
PTAFR,C6orf211,Homo sapiens,Homo sapiens,High Throughput,0.93234268,PTAFR,1.07278441451032,2.10348920532435,UpRegulated
PTAFR,YIPF3,Homo sapiens,Homo sapiens,High Throughput,0.991207753,PTAFR,1.07278441451032,2.10348920532435,UpRegulated
PTAFR,TMEM246,Homo sapiens,Homo sapiens,High Throughput,0.990875683,PTAFR,1.07278441451032,2.10348920532435,UpRegulated
PTAFR,GOLGA5,Homo sapiens,Homo sapiens,High Throughput,0.99237749,PTAFR,1.07278441451032,2.10348920532435,UpRegulated
PTAFR,RABIF,Homo sapiens,Homo sapiens,High Throughput,0.962363282,PTAFR,1.07278441451032,2.10348920532435,UpRegulated
PTAFR,KIAA2013,Homo sapiens,Homo sapiens,High Throughput,0.980793996,PTAFR,1.07278441451032,2.10348920532435,UpRegulated
PTAFR,ATE1,Homo sapiens,Homo sapiens,High Throughput,0.999981283,PTAFR,1.07278441451032,2.10348920532435,UpRegulated
PTAFR,GPRC5C,Homo sapiens,Homo sapiens,High Throughput,0.996255052,PTAFR,1.07278441451032,2.10348920532435,UpRegulated
PTAFR,EIF2B5,Homo sapiens,Homo sapiens,High Throughput,0.984918136,PTAFR,1.07278441451032,2.10348920532435,UpRegulated
PTAFR,SCAMP2,Homo sapiens,Homo sapiens,High Throughput,0.996940356,PTAFR,1.07278441451032,2.10348920532435,UpRegulated
DNAJB4,TMEM231,Homo sapiens,Homo sapiens,High Throughput,330.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,HSPH1,Homo sapiens,Homo sapiens,High Throughput,40.61,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,TTLL12,Homo sapiens,Homo sapiens,High Throughput,0.992796758,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,DNAJB5,Homo sapiens,Homo sapiens,High Throughput,415.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,DNAJB6,Homo sapiens,Homo sapiens,High Throughput,225.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
BAG5,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,0.97949397,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
MANSC1,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,0.948561229,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,DNAJB1,Homo sapiens,Homo sapiens,High Throughput,0.999999996,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,SYNM,Homo sapiens,Homo sapiens,High Throughput,0.999999934,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,HSPA2,Homo sapiens,Homo sapiens,High Throughput,630.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,BAG2,Homo sapiens,Homo sapiens,High Throughput,68.36,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
ABHD15,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,0.954364531,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,HSPH1,Homo sapiens,Homo sapiens,High Throughput,0.947304802,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
KCNC4,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,0.994955599,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,C3orf38,Homo sapiens,Homo sapiens,High Throughput,0.999713446,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
TBL1Y,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,0.924075598,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,DNAJB5,Homo sapiens,Homo sapiens,High Throughput,0.999960919,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
KCNE3,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,0.965248218,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
NLRP8,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,0.93061556,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,SYNM,Homo sapiens,Homo sapiens,High Throughput,0.999999879,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,TTLL12,Homo sapiens,Homo sapiens,High Throughput,0.999998303,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,BAG5,Homo sapiens,Homo sapiens,High Throughput,206.4,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
KLHL26,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,0.930031921,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,HSPA1L,Homo sapiens,Homo sapiens,High Throughput,17.88,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
MANSC1,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,0.941231607,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,HSPA4,Homo sapiens,Homo sapiens,High Throughput,4.57,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,HSPA8,Homo sapiens,Homo sapiens,High Throughput,6.23,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,DNAJB1,Homo sapiens,Homo sapiens,High Throughput,2575.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,RCN2,Homo sapiens,Homo sapiens,High Throughput,12.37,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,MLF2,Homo sapiens,Homo sapiens,High Throughput,112.5,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
LCMT2,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,0.919818507,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,C12orf5,Homo sapiens,Homo sapiens,High Throughput,45.5,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,L3MBTL2,Homo sapiens,Homo sapiens,High Throughput,225.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,CCDC61,Homo sapiens,Homo sapiens,High Throughput,73.5,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,DNAJB1,Homo sapiens,Homo sapiens,High Throughput,63.26,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,ATP5O,Homo sapiens,Homo sapiens,High Throughput,140.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,WDR41,Homo sapiens,Homo sapiens,High Throughput,84.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,TSR1,Homo sapiens,Homo sapiens,High Throughput,160.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,RPS25,Homo sapiens,Homo sapiens,High Throughput,135.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,ST13,Homo sapiens,Homo sapiens,High Throughput,105.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,LTV1,Homo sapiens,Homo sapiens,High Throughput,36.75,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,ANK2,Homo sapiens,Homo sapiens,High Throughput,54.57,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
ABHD15,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,0.957611705,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB1,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,255.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,STIP1,Homo sapiens,Homo sapiens,High Throughput,75.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
KCNC4,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,0.995264985,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,NBR1,Homo sapiens,Homo sapiens,High Throughput,25.38,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,GRB2,Homo sapiens,Homo sapiens,High Throughput,65.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,CCDC138,Homo sapiens,Homo sapiens,High Throughput,33.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,NRBP1,Homo sapiens,Homo sapiens,High Throughput,133.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,SYNM,Homo sapiens,Homo sapiens,High Throughput,890.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,DNAJB5,Homo sapiens,Homo sapiens,High Throughput,0.99996697,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,PGRMC1,Homo sapiens,Homo sapiens,High Throughput,75.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,HSPH1,Homo sapiens,Homo sapiens,High Throughput,7.93,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,ARGLU1,Homo sapiens,Homo sapiens,High Throughput,21.92,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,DNAJB1,Homo sapiens,Homo sapiens,High Throughput,0.999999988,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,EIF4H,Homo sapiens,Homo sapiens,High Throughput,12.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,CBX5,Homo sapiens,Homo sapiens,High Throughput,30.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,TTLL12,Homo sapiens,Homo sapiens,High Throughput,1195.0,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,C3orf38,Homo sapiens,Homo sapiens,High Throughput,0.998932396,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
TBL1Y,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,0.923149937,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
TTLL1,DNAJB4,Homo sapiens,Homo sapiens,High Throughput,0.925709429,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
LRRC25,TNFAIP2,Homo sapiens,Homo sapiens,High Throughput,0.995758739,TNFAIP2,1.05747631385943,2.08128756838752,UpRegulated
BSG,TNFAIP2,Homo sapiens,Homo sapiens,High Throughput,0.997565213,TNFAIP2,1.05747631385943,2.08128756838752,UpRegulated
TMEM9,TNFAIP2,Homo sapiens,Homo sapiens,High Throughput,0.999499522,TNFAIP2,1.05747631385943,2.08128756838752,UpRegulated
AIFM1,TNFAIP2,Homo sapiens,Homo sapiens,High Throughput,0.994947372,TNFAIP2,1.05747631385943,2.08128756838752,UpRegulated
GOT1,TNFAIP2,Homo sapiens,Homo sapiens,High Throughput,0.921300497,TNFAIP2,1.05747631385943,2.08128756838752,UpRegulated
MFSD4,TNFAIP2,Homo sapiens,Homo sapiens,High Throughput,0.997747997,TNFAIP2,1.05747631385943,2.08128756838752,UpRegulated
GPR17,TNFAIP2,Homo sapiens,Homo sapiens,High Throughput,0.912077296,TNFAIP2,1.05747631385943,2.08128756838752,UpRegulated
FSCN2,ZNF507,Homo sapiens,Homo sapiens,High Throughput,0.930164836,FSCN2,1.03414169823614,2.04789493057671,UpRegulated
FSCN2,QRICH1,Homo sapiens,Homo sapiens,High Throughput,0.951699562,FSCN2,1.03414169823614,2.04789493057671,UpRegulated
FSCN2,QRICH1,Homo sapiens,Homo sapiens,High Throughput,0.971097934,FSCN2,1.03414169823614,2.04789493057671,UpRegulated
FSCN2,TBC1D22B,Homo sapiens,Homo sapiens,High Throughput,0.999938539,FSCN2,1.03414169823614,2.04789493057671,UpRegulated
DDX39A,CYP2T1P,Homo sapiens,Homo sapiens,High Throughput,3.404983859,CYP2T1P,1.0268200421012,2.03752822159167,UpRegulated
DIRAS1,UNC13A,Homo sapiens,Homo sapiens,High Throughput,0.999304469,UNC13A,1.01168954759921,2.01627098335012,UpRegulated
L3MBTL1,SAMD11,Homo sapiens,Homo sapiens,High Throughput,0.999793874,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,ANAPC5,Homo sapiens,Homo sapiens,High Throughput,17.32747035,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,L3MBTL4,Homo sapiens,Homo sapiens,High Throughput,17.38613769,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,KPNA1,Homo sapiens,Homo sapiens,High Throughput,16.94834802,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,FAM208B,Homo sapiens,Homo sapiens,High Throughput,0.999683843,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,RPS15,Homo sapiens,Homo sapiens,High Throughput,16.74946927,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,DNAJB6,Homo sapiens,Homo sapiens,High Throughput,15.22551507,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,SATB2,Homo sapiens,Homo sapiens,High Throughput,0.999998305,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,ZNF644,Homo sapiens,Homo sapiens,High Throughput,0.999998335,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,TP73,Homo sapiens,Homo sapiens,High Throughput,0.990517147,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,ANAPC1,Homo sapiens,Homo sapiens,High Throughput,0.997415498,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,ANAPC1,Homo sapiens,Homo sapiens,High Throughput,14.36154875,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,DYNLL1,Homo sapiens,Homo sapiens,High Throughput,13.15618763,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,RPL36A,Homo sapiens,Homo sapiens,High Throughput,11.68125502,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,SATB2,Homo sapiens,Homo sapiens,High Throughput,0.999977353,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,FAM208B,Homo sapiens,Homo sapiens,High Throughput,0.999741677,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,PPHLN1,Homo sapiens,Homo sapiens,High Throughput,0.980104421,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,ZNF195,Homo sapiens,Homo sapiens,High Throughput,0.999044504,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,NSMCE4A,Homo sapiens,Homo sapiens,High Throughput,0.927242948,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,EHMT2,Homo sapiens,Homo sapiens,High Throughput,0.999421648,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,EHMT2,Homo sapiens,Homo sapiens,High Throughput,0.999427183,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,WIZ,Homo sapiens,Homo sapiens,High Throughput,0.999854299,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,ZNF281,Homo sapiens,Homo sapiens,High Throughput,0.995525717,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,WIZ,Homo sapiens,Homo sapiens,High Throughput,0.999637786,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,ZNF281,Homo sapiens,Homo sapiens,High Throughput,0.974101626,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,ZNF195,Homo sapiens,Homo sapiens,High Throughput,0.999178558,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,ZKSCAN1,Homo sapiens,Homo sapiens,High Throughput,35.60704409,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,CBX2,Homo sapiens,Homo sapiens,High Throughput,0.979542479,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,BCOR,Homo sapiens,Homo sapiens,High Throughput,0.983441053,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,ANAPC5,Homo sapiens,Homo sapiens,High Throughput,0.978539408,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,HOXD13,Homo sapiens,Homo sapiens,High Throughput,0.911845354,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,MCM4,Homo sapiens,Homo sapiens,High Throughput,0.905817249,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,TP73,Homo sapiens,Homo sapiens,High Throughput,0.950379344,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
L3MBTL1,NSMCE4A,Homo sapiens,Homo sapiens,High Throughput,0.959930663,L3MBTL1,1.00199056390099,2.00276141210768,UpRegulated
