"","Caco-2 cells of no treatment group-1","Caco-2 cells of no treatment group-2","Caco-2 cells of no treatment group-3","Caco-2 cells of B. subtilis CW14 treatment group-1","Caco-2 cells of B. subtilis CW14 treatment group-2","Caco-2 cells of B. subtilis CW14 treatment group-3"
"1823",1,2,4,1,4,1
"105372049",1,0,1,0,1,0
"1828",5,4,1,3,1,3
"101927718",1,1,3,1,0,1
"147409",9,1,4,5,2,3
"1830",1,0,2,4,0,4
"1829",4666,3348,3647,3434,3648,3935
"100652770",161,94,114,128,136,185
"7276",3231,2001,2333,2089,1826,1938
"9331",331,251,254,326,365,429
"147407",0,2,2,1,1,0
"22878",557,460,594,492,411,539
"54941",17,9,8,8,7,13
"51444",610,577,647,475,542,536
"4225",1,2,3,1,7,7
"64762",564,437,593,397,380,479
"441818",1,0,1,0,1,0
"57565",0,0,1,0,2,0
"112268208",0,0,0,0,0,0
"105372055",2,2,0,0,0,0
"105372058",0,0,0,0,0,0
"107985186",0,0,0,0,0,0
"374864",0,0,0,0,4,0
"105372059",0,0,0,0,0,0
"80816",3,1,1,0,2,1
"107985157",0,0,0,0,0,0
"8715",0,3,1,1,0,1
"1837",203,178,270,125,158,262
"105372061",80,66,71,59,63,75
"10982",895,774,812,765,853,908
"84307",179,212,201,188,246,224
"100101467",72,72,59,68,92,80
"10778",290,277,285,242,211,220
"107985139",32,36,48,52,46,53
"7572",1104,854,1072,932,1071,1125
"252884",7,7,12,8,0,6
"105372063",1,3,2,0,2,1
"125476",1508,985,1073,1143,953,1239
"100616257",1,0,2,0,0,0
"2589",3487,2398,2456,2649,2220,2570
"105372065",3,0,3,3,1,4
"105372064",81,65,84,65,59,72
"406963",0,0,0,0,0,0
"100500864",0,0,1,0,0,0
"105372066",0,0,1,0,0,0
"83608",178,223,225,149,191,163
"55197",762,640,680,621,627,742
"25800",289,317,379,284,274,347
"55250",903,901,981,774,1050,1027
"101927809",53,48,44,41,32,47
"55034",132,117,140,127,88,180
"80206",4,6,15,4,11,6
"105372071",0,0,0,0,0,0
"25941",575,450,528,444,469,645
"57536",68,76,83,82,83,102
"105372069",0,0,0,0,0,5
"56853",1,7,5,9,10,6
"105372068",0,0,0,0,0,0
"106635546",0,0,0,0,0,0
"107985118",0,0,0,0,0,0
"100422857",0,0,0,0,0,0
"102724417",0,0,0,0,0,0
"105372073",0,0,0,0,0,0
"105372072",0,0,0,0,0,0
"105372074",0,0,0,0,0,0
"112268212",0,0,0,0,0,1
"105372076",0,0,0,0,0,0
"105372077",0,0,0,0,0,0
"647946",25,21,25,17,17,14
"112268214",0,0,0,7,2,1
"101927879",1,1,0,1,0,0
"100126323",0,0,0,0,0,0
"101927857",0,1,0,2,1,3
"100846997",0,0,0,0,0,0
"100847025",0,0,0,0,0,0
"105372079",0,0,0,0,0,2
"105372080",0,0,0,0,0,0
"105372081",0,0,0,0,0,0
"101927900",0,0,0,0,0,0
"105372082",0,0,0,0,0,0
"107985132",0,0,0,0,0,0
"105372084",0,0,0,0,0,0
"107985168",0,0,0,0,0,0
"641516",0,0,0,0,0,0
"105372083",0,0,0,0,0,0
"105372085",0,0,0,0,0,0
"5289",442,384,419,328,334,397
"284260",0,3,3,5,2,2
"6014",0,0,0,0,0,0
"6860",0,0,0,0,0,0
"105372088",0,0,0,0,0,0
"105372087",0,0,0,0,0,0
"101927921",0,0,0,3,0,0
"105667213",0,0,0,0,0,0
"105372089",0,0,0,0,1,0
"101927943",6,4,1,11,2,5
"26040",159,151,176,177,139,226
"100422829",0,0,0,1,0,1
"105372091",0,0,0,0,0,0
"101927961",0,0,2,0,0,0
"8170",0,2,1,0,5,3
"101927980",0,0,0,0,0,0
"107985153",0,0,0,1,0,1
"105372093",0,0,0,0,0,0
"105372092",0,0,0,0,0,0
"6563",1,0,0,0,0,0
"57724",255,281,352,277,369,472
"284266",5,13,4,4,4,4
"9050",250,235,309,285,195,395
"498",6369,6330,7210,5529,5238,6952
"100188995",2,2,3,2,2,4
"115106",284,272,302,228,171,249
"147339",341,343,364,309,441,415
"494470",2,0,4,2,0,0
"105372095",0,0,0,0,0,0
"125336",0,0,0,0,0,0
"105372096",0,0,0,1,1,0
"29906",0,1,1,0,0,0
"105372097",0,0,4,0,7,0
"9063",464,423,465,407,616,663
"83473",3,6,4,8,8,14
"100506888",0,0,0,0,0,0
"107983955",0,0,0,0,0,0
"728929",0,0,1,0,0,0
"162699",0,0,1,0,0,0
"51224",0,0,0,0,0,0
"105372098",4,6,9,8,6,5
"84064",287,216,212,231,239,289
"51124",888,731,865,721,834,804
"652991",0,0,0,0,1,0
"110175910",0,1,0,0,0,1
"100616264",0,0,0,0,0,0
"105372100",0,0,0,1,0,0
"4087",1104,953,1202,984,1040,1411
"105372101",0,0,0,0,0,1
"201501",3,4,7,1,8,4
"105372104",5,0,2,3,3,4
"84322",0,0,0,0,0,0
"9811",91,114,137,95,129,174
"107987258",8,14,7,9,15,13
"100616366",0,0,0,0,0,0
"105372107",1,7,4,4,1,3
"107985147",3,3,4,1,1,6
"105372106",0,0,1,0,0,0
"105372105",2,1,1,1,0,4
"4092",213,201,254,247,240,280
"105372108",0,5,0,0,1,1
"100129878",2,8,8,14,7,7
"54808",633,513,550,515,516,503
"100616420",0,1,0,0,2,0
"497661",263,190,231,177,183,175
"100526842",10474,8503,9096,7294,7443,6294
"100302257",0,0,0,0,1,0
"6139",10332,8412,8999,7202,7387,6209
"100124516",35,52,43,20,42,37
"26791",10,15,9,5,8,4
"26790",256,221,205,183,189,167
"101928144",0,0,0,1,0,0
"9388",773,743,919,714,675,926
"105372112",3,1,1,0,1,1
"112268210",0,0,0,1,0,0
"107984031",2,0,4,0,3,4
"10449",2151,1989,2434,1819,1695,2136
"103091864",121,113,131,102,105,119
"677769",74,83,157,94,121,115
"4645",1553,1388,1700,1376,1520,1855
"100422865",0,0,0,0,0,0
"220136",3,6,10,11,8,9
"4152",480,525,615,429,493,587
"30827",260,318,331,264,315,314
"105372114",0,0,2,0,0,0
"220134",414,372,423,292,278,373
"105372115",6,6,20,5,12,9
"5596",8,14,17,17,10,37
"105372116",1,0,0,0,0,0
"83876",21,16,5,15,13,24
"4200",325,342,350,276,269,377
"55520",21,15,39,23,21,28
"107985152",3,3,5,5,0,3
"105372117",42,27,47,50,70,101
"4089",864,829,976,662,865,865
"51320",1221,1057,1279,1040,1000,1278
"105372118",20,34,35,21,39,23
"100287225",9,13,26,31,29,15
"105372120",0,0,0,0,0,0
"105372121",0,0,0,0,2,0
"1630",0,2,3,2,4,0
"100616232",0,0,0,0,0,0
"102724651",0,0,0,0,0,0
"101928167",0,0,0,0,0,0
"8932",776,683,928,596,646,669
"677819",0,3,0,0,2,0
"11201",207,215,170,186,202,261
"147323",3,2,4,4,1,0
"162681",73,87,88,88,111,112
"284254",4,1,1,5,11,6
"5874",40,38,31,24,24,47
"80323",548,435,526,416,427,581
"107985125",0,1,0,0,2,0
"105372125",5,0,0,0,0,0
"101927229",2,1,2,0,0,1
"6925",214,387,570,220,213,413
"105372127",0,0,0,0,0,0
"100616290",0,0,0,0,0,0
"105372126",0,1,0,0,0,0
"105372130",69,56,59,83,81,73
"100132501",5,4,6,7,10,10
"107985183",8,5,3,0,0,10
"105372131",11,3,5,1,2,8
"101927273",1,2,2,0,0,0
"107985164",21,12,9,24,9,21
"642484",21,20,18,23,19,21
"102724698",1,4,0,4,4,1
"100505474",0,0,0,0,0,0
"105372132",0,0,0,0,0,0
"105372135",0,0,0,0,0,0
"9352",1094,1012,1232,883,975,968
"23335",71,52,82,72,44,76
"107985140",0,0,2,2,2,4
"105372136",0,0,0,0,0,0
"100885779",0,0,1,0,0,0
"284257",0,0,0,0,0,0
"105372138",0,0,0,0,0,0
"51046",0,0,1,0,0,0
"9480",36,19,32,33,25,51
"112267870",0,1,3,2,0,2
"2235",110,109,132,133,91,127
"4677",2875,2432,2682,2119,2083,2234
"100505549",51,54,60,54,60,92
"5205",1222,1059,1196,1057,1124,1578
"105372141",16,16,15,9,16,18
"105372140",0,4,0,0,0,0
"23327",1207,1175,1565,1246,1323,1652
"105372143",1,0,3,0,0,0
"107985182",2,3,0,0,1,0
"406906",0,0,0,0,0,0
"100616357",0,0,0,0,0,0
"115701",131,158,188,176,140,269
"105372145",0,0,0,0,4,3
"106635543",0,0,0,0,0,0
"102724745",2,3,6,1,0,4
"101927322",23,34,23,30,29,36
"10892",1065,891,1048,937,958,1156
"105372146",5,13,15,2,7,2
"105372147",0,0,0,0,0,0
"55205",146,156,204,171,182,276
"112268211",1,0,0,1,0,1
"390858",0,0,0,0,0,0
"107987259",0,1,1,0,1,1
"90701",316,282,330,314,281,264
"2922",0,0,0,0,0,0
"30062",0,0,0,0,0,0
"339302",1,1,0,1,3,0
"3998",3553,3261,3576,3412,4377,3699
"107985156",2,2,7,0,0,2
"147372",0,0,0,0,3,0
"5366",675,474,526,901,438,830
"105372151",0,1,0,0,0,0
"105372152",0,0,0,0,0,0
"105372155",0,1,0,1,0,0
"4160",0,0,0,0,0,0
"105372156",0,0,0,0,0,0
"28316",0,1,0,0,0,1
"105372157",0,0,0,1,3,2
"100996669",0,1,1,0,0,0
"220441",41,43,41,46,52,57
"105372159",4,0,1,0,0,0
"112268209",0,1,0,0,0,0
"105372158",0,0,0,0,0,0
"23556",343,270,274,319,287,443
"57614",301,254,286,291,277,380
"8792",57,43,53,47,49,45
"54877",100,114,142,133,97,146
"23239",603,530,698,526,500,647
"105372160",13,4,10,10,17,4
"105372161",0,0,2,0,0,1
"596",3,8,6,11,10,13
"2531",624,523,700,494,430,632
"9525",794,654,872,636,582,836
"5268",0,0,0,1,1,1
"89777",0,0,0,0,0,0
"5275",0,0,0,0,0,6
"6318",0,0,0,0,0,0
"6317",4,0,0,0,0,0
"89778",0,0,0,0,0,0
"8710",0,0,0,0,0,0
"5055",0,1,5,18,13,12
"5273",3,1,0,0,3,0
"284293",1,0,1,4,2,1
"105372165",5,9,11,6,4,11
"5271",265,149,200,253,214,267
"221241",0,0,1,0,0,0
"284294",0,0,0,1,0,0
"400654",0,0,0,0,0,0
"105372166",0,0,0,0,0,0
"105372167",0,0,0,1,0,0
"107985178",0,0,0,0,0,0
"101927404",0,0,0,0,0,0
"105372168",0,0,0,0,0,0
"107985128",0,0,0,0,0,0
"105372169",0,0,0,0,0,0
"1005",17,11,13,6,7,4
"105372170",0,0,0,0,0,0
"28513",0,0,0,0,0,0
"100847002",0,0,0,0,0,0
"92126",9,9,7,6,10,14
"643542",1,1,1,1,1,0
"105372174",0,0,0,0,0,0
"105372173",0,0,0,0,0,0
"105372172",0,0,0,0,0,0
"101927430",0,0,0,1,0,0
"105372175",0,0,0,0,0,0
"54495",239,240,257,237,258,282
"79839",9,5,3,7,12,3
"107985134",0,0,0,0,0,0
"107985135",2,0,0,0,1,1
"107985136",0,0,0,0,0,0
"220164",0,0,2,0,2,1
"105372179",0,0,0,1,3,0
"105372178",3,2,0,0,0,0
"107985138",0,0,0,0,0,0
"10666",0,4,6,3,2,3
"25914",199,160,171,183,154,188
"105372180",1,0,0,0,1,1
"107985158",0,0,0,0,0,1
"9306",498,457,551,425,411,587
"101927481",10,13,13,11,7,17
"102724895",34,30,25,43,30,43
"101060542",0,0,4,3,3,10
"112268215",0,0,0,0,0,3
"105376872",9,11,2,14,4,10
"220158",0,0,2,2,6,2
"107985166",0,0,0,0,0,2
"105372185",2,4,6,2,1,4
"105372188",0,0,0,0,0,0
"105372187",0,0,0,0,0,0
"107985179",0,0,0,0,0,0
"100505776",0,0,0,0,2,0
"105372186",0,0,0,0,0,0
"102724913",0,0,0,0,0,0
"105376873",0,0,0,0,0,0
"102725148",0,1,0,0,0,0
"105372189",0,0,0,0,0,0
"147381",0,0,0,0,1,5
"81832",0,0,0,0,0,0
"100847083",0,0,0,0,0,0
"100505797",0,0,0,0,0,0
"400655",0,0,0,0,0,0
"100505817",0,0,0,0,0,0
"105372190",0,0,0,0,0,0
"105372191",0,0,0,0,0,0
"201456",0,5,0,0,1,6
"29090",123,124,111,95,114,84
"1528",453,489,549,421,404,492
"644041",0,0,0,0,0,2
"101927606",0,0,0,0,0,0
"125704",0,0,0,0,0,0
"55748",774,879,967,781,673,962
"84735",1,1,0,0,5,2
"55628",127,148,152,106,102,160
"400657",23,32,39,40,25,39
"107985130",2,0,2,0,0,0
"105376874",0,0,1,0,0,0
"284273",319,278,300,280,267,333
"10194",69,66,65,68,75,78
"105372200",0,2,1,2,2,1
"284274",1,0,0,0,0,3
"107985177",0,0,0,0,1,0
"105372201",1,1,4,0,1,1
"105372202",0,0,0,0,0,0
"100505853",0,0,0,0,0,0
"105372203",2,0,0,0,0,0
"105372204",0,0,0,0,0,0
"339298",0,0,0,0,0,0
"105372206",0,0,0,0,0,0
"105372207",0,0,0,0,0,0
"105372208",0,0,0,0,0,0
"105372210",0,1,0,0,0,0
"105372209",0,0,0,2,0,0
"105372211",1,0,0,0,0,0
"9658",413,365,441,418,415,664
"101927989",4,9,18,3,6,4
"400658",2,6,2,7,1,4
"284276",0,0,0,0,2,1
"400660",0,0,0,0,0,0
"101927651",0,0,0,0,0,0
"107985151",0,0,0,0,0,0
"105372212",0,0,1,0,1,0
"400661",0,0,0,0,0,0
"105372213",0,0,0,0,0,0
"100131655",1,1,7,2,3,4
"7776",156,141,215,173,158,264
"105372214",0,0,0,3,0,0
"4155",257,177,277,192,186,280
"105372217",0,0,2,0,1,1
"107987261",12,20,20,24,17,32
"2587",1,2,0,0,1,0
"107985171",1,0,0,0,0,0
"107985172",0,0,0,1,0,0
"107985129",0,0,0,0,0,0
"101927715",0,0,0,0,0,0
"105372218",0,0,0,0,0,0
"105372219",0,0,0,0,0,0
"105372220",0,0,0,0,0,0
"105372221",0,0,0,0,0,0
"105372224",0,0,0,0,0,0
"645321",0,0,1,1,2,0
"27164",1,0,0,0,0,1
"105372225",0,2,1,0,0,0
"374868",147,127,156,139,116,164
"105372226",0,1,0,1,0,2
"107985149",3,0,1,1,0,5
"4772",4,14,26,11,13,14
"107985163",0,0,0,0,0,1
"101927897",3,8,16,7,7,14
"107985162",0,2,0,0,1,1
"102723506",0,0,1,0,0,0
"284240",0,0,0,0,2,1
"105372228",0,0,0,0,0,0
"284241",0,4,0,2,0,1
"9150",270,214,340,227,233,338
"105376875",4,5,2,0,1,2
"26251",133,136,152,125,127,128
"80148",321,322,389,280,300,332
"440498",358,350,353,279,333,340
"10907",454,446,458,370,395,409
"79863",118,134,211,101,123,164
"100506070",1,2,1,3,1,0
"22850",810,648,809,692,701,835
"100130522",24,34,33,15,20,17
"84552",36,31,49,38,56,56
"375690",82,92,135,109,103,183
"105376912",0,0,0,0,0,0
"100422919",0,0,1,0,0,0
"641702",0,0,1,0,1,2
"81099",0,0,0,0,0,0
"399844",20,14,21,13,12,24
"101928344",11,7,10,10,15,19
"107985295",3,0,0,1,1,2
"8612",308,337,462,238,281,324
"54531",551,513,645,458,591,641
"51298",0,0,2,0,0,0
"126567",1,4,7,2,1,0
"25759",18,8,14,2,10,7
"284451",5,0,3,0,0,0
"8174",7,6,6,7,12,10
"105372232",4,3,3,4,0,3
"91978",140,163,186,114,86,164
"997",1830,1783,2243,1467,1938,1832
"3004",1,17,17,10,13,15
"105372233",51,58,58,59,50,60
"682",10749,10048,11514,8568,9640,9765
"610",236,272,283,183,217,257
"107987266",44,54,47,31,38,52
"5442",1187,1302,1470,1155,1321,1501
"105372234",5,14,7,1,10,20
"27006",1,0,1,2,5,3
"55658",1254,1299,1515,1003,1313,1224
"10272",1589,1796,2007,1824,2079,1820
"400668",3,1,2,3,5,0
"5064",940,890,914,774,840,1029
"126353",3293,2920,3584,2513,3092,3239
"101928450",152,202,225,169,233,209
"107985343",260,269,270,240,353,392
"5725",7257,6639,8184,6064,6163,7896
"100616459",0,2,2,2,2,1
"79948",2526,2351,2859,1870,2044,2387
"100422854",1,3,4,1,2,4
"566",3,1,3,4,5,6
"5657",10,8,11,5,19,10
"1991",3,0,0,0,0,2
"1675",37,17,39,15,24,27
"10025",768,742,972,647,754,924
"101954271",0,0,0,0,3,0
"91300",1475,1352,1777,1074,1430,1362
"84634",166,215,192,174,127,224
"1820",8428,8293,9395,7845,8277,9897
"57418",779,804,941,714,623,830
"116444",105,179,171,141,172,162
"105372235",4,5,2,5,6,19
"91304",3231,4280,4423,3723,4292,4222
"103625684",1,3,7,3,10,7
"1265",2734,2915,3489,2474,3528,3584
"10347",588,554,655,541,650,661
"23526",1278,1538,1518,1517,1852,1997
"5434",1714,1794,2026,1442,1738,1965
"2879",9043,8073,9013,7062,8388,7480
"22904",948,977,1128,875,895,1144
"102723798",8,16,14,16,21,31
"102725180",15,24,39,34,25,31
"6794",1028,1056,1051,944,1033,1207
"255057",130,163,207,114,137,152
"513",1486,1573,1737,1248,1337,1351
"102723811",8,11,17,6,24,51
"90007",3890,3267,3423,3408,3081,4231
"107985303",24,16,34,30,25,34
"105372236",14,7,7,20,8,21
"148046",38,34,27,34,18,37
"1153",3727,3964,4614,3136,3491,3380
"55009",344,358,349,275,248,281
"1943",1276,978,1037,848,813,970
"84939",344,395,453,374,407,490
"100189306",0,0,0,0,0,0
"100189195",0,0,1,4,0,0
"374291",843,900,1047,759,892,812
"2593",553,625,732,457,502,653
"26528",1933,2078,2250,1574,1872,2253
"6209",11580,11386,12644,8988,10470,9533
"10297",109,106,110,120,98,165
"148223",383,422,460,354,333,356
"54760",99,111,95,113,94,175
"92840",1985,1837,1877,1571,1362,1716
"339366",439,432,511,375,364,485
"107985337",1,4,4,0,5,0
"126520",4,4,4,1,3,2
"399664",1099,1244,1214,905,1082,1102
"53615",963,1020,1178,796,727,1026
"10975",1517,1275,1314,1150,1025,1083
"6929",1589,1664,1908,1275,1349,1781
"390874",4,0,0,2,1,4
"101928543",4,0,2,2,3,3
"148229",2,0,6,2,2,6
"57455",859,769,1001,708,725,1021
"100302210",57,46,57,26,34,41
"100288123",51,56,76,49,60,80
"83855",734,642,799,500,542,590
"81926",767,749,830,600,711,703
"113178",525,602,629,415,448,564
"113179",129,140,158,83,91,81
"105372238",5,5,10,6,5,7
"1455",1306,1248,1392,1208,1203,1334
"255193",5,5,2,4,7,15
"55643",1522,1430,1618,1428,1487,1721
"107985278",0,0,1,0,0,3
"2872",2388,2685,3807,2269,3553,2978
"126308",487,463,557,405,503,579
"113177",17,41,32,37,68,48
"8943",1938,2255,2942,1720,2117,2694
"84444",1151,1245,1626,1095,1245,1776
"55111",952,889,1063,704,696,867
"100302283",3,3,1,3,4,3
"102466736",91,83,111,70,80,78
"8175",1192,1452,1665,1136,1437,1492
"268",382,375,463,307,260,469
"100423031",26,33,29,27,22,44
"126306",3,4,9,5,12,17
"105372240",1,1,2,3,3,14
"4946",7359,7622,9416,6300,6814,7687
"374872",19,21,45,6,27,13
"645191",33,28,21,47,20,26
"101928572",0,3,1,0,1,9
"51690",779,806,761,662,666,623
"56928",1142,1187,1228,1178,1117,1557
"360200",28,62,82,47,52,102
"26517",1033,1006,1144,787,854,926
"84823",1373,1610,1906,1369,1399,1806
"102466806",1,0,0,0,0,1
"101928602",0,2,0,0,0,0
"4616",2120,2245,2077,1571,1211,1190
"2788",20,9,15,13,6,6
"102465838",0,0,0,0,0,0
"148252",13,18,9,15,24,13
"29985",174,252,231,142,146,170
"6449",1295,1411,1743,1138,1390,1557
"7064",570,577,682,426,397,583
"115196",84,87,118,76,89,109
"148254",69,94,94,78,80,85
"80032",25,9,11,6,13,12
"126295",813,676,605,463,467,323
"101928631",71,62,45,46,40,31
"58492",143,174,148,85,128,140
"79816",77,75,52,54,61,47
"7089",435,456,544,358,440,452
"166",2611,2662,2745,2043,2411,2482
"105372242",1,0,3,0,2,0
"2767",2856,2557,3069,2229,2232,2580
"2769",0,0,0,0,3,0
"100996351",0,0,0,0,1,1
"8698",1,0,1,1,0,0
"56926",1394,1539,1559,1118,1148,1477
"60680",12,2,4,0,11,0
"105372244",0,1,1,0,1,0
"4782",168,152,141,109,123,197
"284422",201,120,211,141,143,191
"105372246",11,5,8,1,2,17
"83475",332,316,373,212,268,255
"105372245",30,39,41,22,22,34
"51343",697,746,806,671,767,872
"126321",363,362,480,308,271,384
"100128569",30,37,52,27,23,39
"10362",939,840,917,753,800,810
"126326",0,0,0,0,0,0
"6915",2,0,0,1,0,0
"404665",92,95,99,75,80,101
"58509",252,262,347,253,271,329
"23396",328,328,396,247,340,378
"27134",1829,1705,2036,1560,1774,2002
"9546",188,210,278,231,267,227
"105372248",0,0,0,0,2,0
"116541",421,395,438,332,353,290
"84839",0,0,0,0,0,0
"4145",1,5,10,7,0,5
"23217",0,2,0,0,0,0
"85300",0,0,4,2,5,18
"27231",1,1,8,3,9,16
"1613",650,789,987,656,923,821
"693222",7,9,13,5,12,7
"1938",55841,51357,57292,47025,51247,52760
"26812",7,4,6,3,3,3
"51588",472,540,664,413,503,582
"51341",1815,1520,1558,1543,1664,1699
"5605",3193,2954,3366,2264,2722,2936
"84699",1338,915,1053,1080,724,1119
"51548",360,358,402,314,385,389
"170961",52,72,88,52,49,80
"10148",129,44,92,80,54,90
"55702",354,331,415,272,254,350
"56961",13,22,19,18,9,7
"126259",2,1,6,4,4,6
"79187",6,16,27,26,19,45
"55620",1285,1162,1275,1143,1000,1392
"84954",464,390,413,307,368,397
"6455",1705,1820,2018,1330,1539,1886
"10036",728,833,842,628,537,816
"107985297",14,21,24,25,22,9
"80700",1395,1248,1438,1084,1232,1276
"100616371",3,3,4,7,3,2
"84717",994,1074,1031,842,908,1027
"729359",32,40,63,64,48,82
"440503",4,6,1,12,9,8
"116844",44,29,20,55,24,41
"10501",5,5,8,11,7,11
"105372249",1,1,0,2,7,1
"126282",794,817,901,586,711,811
"56005",1522,1544,1946,1227,1295,1387
"91039",911,924,1164,760,784,920
"100131094",93,93,109,88,100,116
"105372250",3,0,1,0,0,0
"7197",0,0,0,0,0,0
"100189416",0,0,0,0,0,0
"284424",0,0,0,0,0,1
"407045",0,0,0,0,0,0
"55527",411,371,491,279,307,373
"148022",433,399,515,957,678,1143
"10226",1667,1569,1928,1374,1449,1753
"645432",36,28,37,29,33,39
"29128",534,425,467,427,367,606
"100616337",0,0,0,0,0,0
"23030",830,859,887,842,913,1159
"5802",507,471,491,414,438,473
"105372253",0,0,0,0,0,0
"105372252",1,2,0,2,3,6
"148066",0,0,0,0,0,0
"257000",154,143,157,136,105,117
"9667",1392,1631,1868,1238,1411,1620
"6294",2281,2306,2804,1885,1893,2508
"107985320",9,17,22,7,13,13
"125988",407,359,357,313,297,274
"374875",103,101,96,66,69,62
"25873",11819,11300,12370,9106,10398,8781
"9361",2030,2341,2601,1836,2193,2431
"257062",6,4,8,9,10,17
"163154",28,31,49,38,15,40
"56931",602,604,698,431,396,532
"4902",61,72,65,52,72,50
"2528",16,15,9,9,10,7
"2525",16,23,36,11,15,27
"101928844",2,2,9,3,12,7
"2527",15,10,13,10,13,21
"126328",1178,1058,1203,889,876,835
"400673",22,26,29,36,16,46
"828",51,57,63,45,45,90
"8498",660,669,814,551,568,731
"100128568",7,11,5,5,15,7
"5990",216,234,207,231,300,276
"105372255",8,0,3,1,7,4
"81616",5,7,4,8,5,5
"4298",609,677,882,650,564,835
"125981",3,3,0,0,2,1
"8192",599,618,645,460,545,565
"84266",936,967,1039,837,889,876
"5623",7,25,16,10,9,9
"2962",1708,1681,2068,1439,1485,1789
"102465533",1,2,1,0,0,1
"102465473",1,1,0,0,0,1
"390877",4,13,16,7,13,9
"8570",4361,4597,5101,3800,4212,5416
"100500888",167,198,212,149,145,232
"284427",10,13,11,9,10,9
"79085",1001,1074,1173,927,1065,1375
"92359",453,461,498,422,489,473
"79958",1112,1103,1225,983,1040,1166
"10382",4,9,14,4,4,6
"8744",187,178,184,119,193,84
"970",3,12,9,7,4,2
"8740",4,5,10,29,37,76
"718",7514,5136,5676,6290,5510,6099
"56927",704,629,713,696,642,765
"102465474",1,0,5,4,3,2
"9322",2231,2069,2606,1804,2091,2284
"107985302",61,67,79,62,60,65
"10045",1331,1182,1327,1016,1102,1263
"7409",0,1,0,0,4,4
"2015",2,4,3,1,6,5
"105372256",0,0,0,0,0,0
"326342",3,3,5,1,1,3
"497049",0,0,0,0,0,0
"112268245",0,0,0,0,0,0
"729458",0,0,0,0,1,0
"284428",0,0,0,0,0,0
"653656",0,1,0,0,0,0
"125997",0,0,0,0,0,0
"653657",1,1,0,0,0,0
"79230",92,82,89,59,75,92
"3643",1628,1397,1705,1532,1649,1722
"23370",1115,1227,1483,1419,1411,1650
"107985284",3,2,3,1,5,3
"92960",68,81,80,92,67,88
"374877",28,38,28,43,23,35
"105372261",7,2,4,4,5,4
"140467",761,689,736,557,580,636
"57192",83,92,103,87,86,115
"10908",638,684,813,569,592,719
"57662",1971,2107,2476,1579,1701,2112
"102465475",3,1,6,2,2,1
"56949",1016,1038,1220,892,1322,1230
"100131801",467,438,475,402,447,393
"126006",90,91,67,82,96,83
"6813",1482,1598,1845,1271,1361,1744
"56729",0,0,0,0,0,0
"199675",0,2,0,1,0,0
"126003",349,378,365,322,281,288
"2208",1,3,0,0,0,0
"105372262",0,0,0,0,0,0
"339390",0,0,0,0,0,0
"30835",0,0,0,0,0,1
"10332",0,0,1,0,0,0
"105372263",0,0,3,0,1,0
"440508",2,1,0,0,0,1
"115704",110,100,102,61,52,96
"80164",69,94,58,44,73,75
"388499",0,0,1,2,1,2
"80131",133,139,171,90,161,149
"5609",746,764,1040,589,897,815
"100507588",85,141,90,86,73,106
"6618",306,248,328,221,290,314
"404217",28,20,36,13,23,24
"10469",1022,1058,1378,843,998,1119
"1994",1206,1284,1524,1202,1348,1698
"105372266",22,18,16,14,14,18
"6370",1,2,1,2,1,0
"84467",62,84,62,81,84,117
"79603",369,343,390,300,279,376
"107985282",5,7,3,4,4,6
"51293",450,492,541,344,355,471
"4701",660,532,610,478,512,422
"6234",7814,7310,8033,5830,7012,5898
"256949",60,40,55,45,40,65
"51129",90,81,120,105,158,110
"100507567",113,92,132,75,83,101
"100847049",1,1,2,0,0,0
"9230",1305,1231,1436,870,1121,1269
"51257",87,68,99,90,76,103
"4670",4124,4476,5237,3315,2991,4477
"84106",2,3,2,1,3,6
"84330",224,178,211,129,174,214
"4542",72,65,71,44,64,102
"81794",1,2,5,2,4,1
"105372267",0,0,1,0,0,0
"107983991",0,1,1,2,2,0
"284382",0,0,0,0,0,0
"284383",0,0,0,0,0,0
"148156",1,4,0,0,1,1
"85509",0,0,0,0,0,1
"94025",0,1,2,1,5,1
"125963",0,0,0,0,0,0
"390882",0,0,0,1,1,0
"125962",0,3,1,0,1,0
"390883",0,2,0,0,0,0
"57693",534,471,597,399,436,487
"162998",0,0,2,1,2,3
"125958",0,0,0,0,0,0
"26648",0,0,0,0,0,0
"374879",1,5,4,1,6,0
"84527",10,9,14,8,7,8
"100529215",1,5,2,1,1,2
"7730",0,2,0,0,0,0
"112268250",1,0,1,1,1,0
"10781",648,644,655,581,655,648
"105372269",1,1,0,0,3,0
"147741",0,2,3,1,0,0
"105372268",0,1,3,1,1,1
"79088",174,155,181,151,210,205
"101928238",5,21,11,10,6,13
"7675",1054,992,991,863,993,1148
"105376914",0,0,0,1,0,0
"93134",409,297,352,366,404,369
"284385",26,22,20,9,9,14
"54811",694,662,850,584,668,694
"729648",3,0,1,0,0,1
"105372270",0,0,0,0,0,2
"162993",54,53,60,55,56,69
"100505555",1,5,8,3,2,8
"54850",1309,1000,995,848,898,991
"59286",1303,1184,1186,1016,1069,923
"100996288",1,2,4,4,4,0
"5300",349,449,464,297,310,368
"93145",53,48,45,58,32,68
"50509",122,116,140,150,142,92
"50700",4,1,3,1,1,0
"100847093",0,0,0,0,0,0
"388503",1,4,1,3,0,4
"55337",170,160,176,181,144,191
