"BioGRID Interaction ID","Entrez Gene ID for Interactor A","Entrez Gene ID for Interactor B","BioGRID ID for Interactor A","BioGRID ID for Interactor B","Systematic name for Interactor A","Systematic name for Interactor B","Official symbol for Interactor A","Official symbol for Interactor B","Synonyms/Aliases for Interactor A","Synonyms/Aliases for Interactor B","Experimental System Name","Experimental System Type","First author surname of the publication","Pubmed ID","Organism ID for Interactor A","Organism ID for Interactor B","Interaction Throughput","Quantitative Score","Post Translational Modification","Phenotypes","Qualifications","Tags","Source Database"
317359,1147,9020,107569,114487,"-","-","CHUK","MAP3K14","IKBKA|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16","FTDCR1B|HS|HSNIK|NIK","Affinity Capture-Western","physical","Ninomiya-Tsuji J (1999)",10094049,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317366,9020,1147,114487,107569,"-","-","MAP3K14","CHUK","FTDCR1B|HS|HSNIK|NIK","IKBKA|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16","Biochemical Activity","physical","Ninomiya-Tsuji J (1999)",10094049,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
317377,9020,7189,114487,113041,"-","-","MAP3K14","TRAF6","FTDCR1B|HS|HSNIK|NIK","MGC:3310|RNF85","Affinity Capture-Western","physical","Mochida Y (2000)",10921914,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317385,114609,3656,125325,109865,"-","-","TIRAP","IRAK2","BACTS1|Mal|MyD88-2|wyatt","IRAK-2","Phenotypic Suppression","genetic","Fitzgerald KA (2001)",11544529,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317388,4615,3656,110700,109865,"-","-","MYD88","IRAK2","MYD88D","IRAK-2","Phenotypic Suppression","genetic","Fitzgerald KA (2001)",11544529,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317391,114609,3656,125325,109865,"-","-","TIRAP","IRAK2","BACTS1|Mal|MyD88-2|wyatt","IRAK-2","Affinity Capture-Western","physical","Fitzgerald KA (2001)",11544529,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317392,3656,114609,109865,125325,"-","-","IRAK2","TIRAP","IRAK-2","BACTS1|Mal|MyD88-2|wyatt","Affinity Capture-Western","physical","Fitzgerald KA (2001)",11544529,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317410,3856,5581,110054,111567,"-","-","KRT8","PRKCE","CARD2|CK-8|CK8|CYK8|K2C8|K8|KO","PKCE|nPKC-epsilon","Affinity Capture-Western","physical","Omary MB (1992)",1374067,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317412,5594,3856,111580,110054,"-","-","MAPK1","KRT8","ERK|ERK-2|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk|p42-MAPK","CARD2|CK-8|CK8|CYK8|K2C8|K8|KO","Biochemical Activity","physical","Ku NO (2002)",11788583,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
317413,1432,3856,107819,110054,"RP1-179N16.5","-","MAPK14","KRT8","CSBP|CSBP1|CSBP2|CSPB1|EXIP|Mxi2|PRKM14|PRKM15|RK|SAPK2A|p38|p38ALPHA","CARD2|CK-8|CK8|CYK8|K2C8|K8|KO","Biochemical Activity","physical","Ku NO (2002)",11788583,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
317414,1432,3856,107819,110054,"RP1-179N16.5","-","MAPK14","KRT8","CSBP|CSBP1|CSBP2|CSPB1|EXIP|Mxi2|PRKM14|PRKM15|RK|SAPK2A|p38|p38ALPHA","CARD2|CK-8|CK8|CYK8|K2C8|K8|KO","Reconstituted Complex","physical","Ku NO (2002)",11788583,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317417,3872,140807,110070,126715,"-","-","KRT17","KRT72","K17|PC|PC2|PCHC1","K6IRS2|K6irs|KRT6|KRT6IRS2","Two-hybrid","physical","Schnabel J (1998)",9630597,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317418,3872,3856,110070,110054,"-","-","KRT17","KRT8","K17|PC|PC2|PCHC1","CARD2|CK-8|CK8|CYK8|K2C8|K8|KO","Two-hybrid","physical","Schnabel J (1998)",9630597,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317420,3875,3856,110073,110054,"PIG46","-","KRT18","KRT8","CYK18|K18","CARD2|CK-8|CK8|CYK8|K2C8|K8|KO","Two-hybrid","physical","Schnabel J (1998)",9630597,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317425,10024,3856,115341,110054,"-","-","TROAP","KRT8","TASTIN","CARD2|CK-8|CK8|CYK8|K2C8|K8|KO","Reconstituted Complex","physical","Suzuki N (1998)",9560222,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317427,5411,3856,111412,110054,"-","-","PNN","KRT8","DRS|DRSP|SDK3|memA","CARD2|CK-8|CK8|CYK8|K2C8|K8|KO","Two-hybrid","physical","Shi J (2000)",10809736,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317431,5411,3856,111412,110054,"-","-","PNN","KRT8","DRS|DRSP|SDK3|memA","CARD2|CK-8|CK8|CYK8|K2C8|K8|KO","Reconstituted Complex","physical","Shi J (2000)",10809736,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317470,841,9191,107291,114627,"-","KE05","CASP8","DEDD","ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5","CASP8IP1|DEDD1|DEFT|FLDED1","Reconstituted Complex","physical","Stegh AH (1998)",9774341,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317472,841,9191,107291,114627,"-","KE05","CASP8","DEDD","ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5","CASP8IP1|DEDD1|DEFT|FLDED1","Affinity Capture-Western","physical","Stegh AH (1998)",9774341,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317479,10891,1387,116097,107777,"-","-","PPARGC1A","CREBBP","LEM6|PGC-1(alpha)|PGC-1v|PGC1|PGC1A|PPARGC1","CBP|KAT3A|RSTS","Reconstituted Complex","physical","Puigserver P (1999)",10558993,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317481,10891,1387,116097,107777,"-","-","PPARGC1A","CREBBP","LEM6|PGC-1(alpha)|PGC-1v|PGC1|PGC1A|PPARGC1","CBP|KAT3A|RSTS","Affinity Capture-Western","physical","Puigserver P (1999)",10558993,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317482,1387,10891,107777,116097,"-","-","CREBBP","PPARGC1A","CBP|KAT3A|RSTS","LEM6|PGC-1(alpha)|PGC-1v|PGC1|PGC1A|PPARGC1","Reconstituted Complex","physical","Puigserver P (1999)",10558993,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317483,1387,10891,107777,116097,"-","-","CREBBP","PPARGC1A","CBP|KAT3A|RSTS","LEM6|PGC-1(alpha)|PGC-1v|PGC1|PGC1A|PPARGC1","Affinity Capture-Western","physical","Puigserver P (1999)",10558993,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317487,8440,3667,114020,109874,"-","-","NCK2","IRS1","GRB4|NCKbeta","HIRS-1","Reconstituted Complex","physical","Tu Y (1998)",9843575,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317493,575,8938,107051,114450,"-","AL031709.1","BAI1","BAIAP3","GDAIF","BAP3","Two-hybrid","physical","Shiratsuchi T (1998)",9790924,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317494,575,8938,107051,114450,"-","AL031709.1","BAI1","BAIAP3","GDAIF","BAP3","Affinity Capture-Western","physical","Shiratsuchi T (1998)",9790924,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317546,2551,466,108826,106956,"-","-","GABPA","ATF1","E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07","EWS-ATF1|FUS/ATF-1|TREB36","Reconstituted Complex","physical","Sawada J (1999)",10585419,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317549,1387,1385,107777,107775,"-","-","CREBBP","CREB1","CBP|KAT3A|RSTS","CREB","Reconstituted Complex","physical","Ledo F (2002)",12198160,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317606,3159,3725,109402,109928,"RP11-513I15.2","-","HMGA1","JUN","HMG-R|HMGA1A|HMGIY","AP-1|AP1|c-Jun","Reconstituted Complex","physical","Yie J (1999)",10357819,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317607,3159,3659,109402,109867,"RP11-513I15.2","-","HMGA1","IRF1","HMG-R|HMGA1A|HMGIY","IRF-1|MAR","Reconstituted Complex","physical","Yie J (1999)",10357819,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317608,1386,3725,107776,109928,"-","-","ATF2","JUN","CRE-BP1|CREB-2|CREB2|HB16|TREB7","AP-1|AP1|c-Jun","Reconstituted Complex","physical","Hai T (1991)",1827203,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317609,1386,2353,107776,108636,"-","-","ATF2","FOS","CRE-BP1|CREB-2|CREB2|HB16|TREB7","AP-1|C-FOS|p55","Reconstituted Complex","physical","Hai T (1991)",1827203,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317610,467,3725,106957,109928,"RP11-338C15.1","-","ATF3","JUN","-","AP-1|AP1|c-Jun","Reconstituted Complex","physical","Hai T (1991)",1827203,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317611,468,3725,106958,109928,"-","-","ATF4","JUN","CREB-2|CREB2|TAXREB67|TXREB","AP-1|AP1|c-Jun","Reconstituted Complex","physical","Hai T (1991)",1827203,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317634,896,1382,107336,107773,"RP5-973N23.3","RP11-66D17.4","CCND3","CRABP2","-","CRABP-II|RBP6","Two-hybrid","physical","Despouy G (2003)",12482873,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317635,896,5914,107336,111849,"RP5-973N23.3","-","CCND3","RARA","-","NR1B1|RAR","Two-hybrid","physical","Despouy G (2003)",12482873,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317636,1382,896,107773,107336,"RP11-66D17.4","RP5-973N23.3","CRABP2","CCND3","CRABP-II|RBP6","-","Reconstituted Complex","physical","Despouy G (2003)",12482873,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317637,5914,896,111849,107336,"-","RP5-973N23.3","RARA","CCND3","NR1B1|RAR","-","Reconstituted Complex","physical","Despouy G (2003)",12482873,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317638,896,1382,107336,107773,"RP5-973N23.3","RP11-66D17.4","CCND3","CRABP2","-","CRABP-II|RBP6","Affinity Capture-Western","physical","Despouy G (2003)",12482873,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317639,896,5914,107336,111849,"RP5-973N23.3","-","CCND3","RARA","-","NR1B1|RAR","Affinity Capture-Western","physical","Despouy G (2003)",12482873,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317640,1021,896,107456,107336,"-","RP5-973N23.3","CDK6","CCND3","MCPH12|PLSTIRE","-","Affinity Capture-Western","physical","Meyerson M (1994)",8114739,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317641,835,896,107285,107336,"-","RP5-973N23.3","CASP2","CCND3","CASP-2|ICH1|NEDD-2|NEDD2|PPP1R57","-","Two-hybrid","physical","Mendelsohn AR (2002)",12011445,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317642,995,891,107430,107332,"-","-","CDC25C","CCNB1","CDC25|PPP1R60","CCNB","Reconstituted Complex","physical","Morris MC (2000)",10864927,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317643,995,983,107430,107420,"-","-","CDC25C","CDK1","CDC25|PPP1R60","CDC2|CDC28A|P34CDC2","Reconstituted Complex","physical","Morris MC (2000)",10864927,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317647,23636,10204,117165,115499,"-","-","NUP62","NUTF2","IBSN|SNDI|p62","NTF2|PP15","Reconstituted Complex","physical","Paschal BM (1995)",7744965,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317652,56350,5147,207916,111173,"-","-","Arl3","PDE6D","-","JBTS22|PDED","Two-hybrid","physical","Linari M (1999)",10518933,"Mus musculus","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317674,1017,898,107452,107338,"-","-","CDK2","CCNE1","CDKN2|p33(CDK2)","CCNE","Reconstituted Complex","physical","Boudrez A (2000)",10827081,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
317727,8202,5241,113841,111260,"RP5-1049G16.3","-","NCOA3","PGR","ACTR|AIB-1|AIB1|CAGH16|CTG26|KAT13B|RAC3|SRC-3|SRC3|TNRC14|TNRC16|TRAM-1|bHLHe42|pCIP","NR3C3|PR","Reconstituted Complex","physical","Giangrande PH (2000)",10757795,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317743,1017,1026,107452,107460,"-","-","CDK2","CDKN1A","CDKN2|p33(CDK2)","CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1","Affinity Capture-Western","physical","Yam CH (1999)",9858587,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317745,1647,983,108014,107420,"RP5-975D15.1","-","GADD45A","CDK1","DDIT1|GADD45","CDC2|CDC28A|P34CDC2","Reconstituted Complex","physical","Vairapandi M (2002)",12124778,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317746,1647,891,108014,107332,"RP5-975D15.1","-","GADD45A","CCNB1","DDIT1|GADD45","CCNB","Reconstituted Complex","physical","Vairapandi M (2002)",12124778,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317747,4616,983,110701,107420,"-","-","GADD45B","CDK1","GADD45BETA|MYD118","CDC2|CDC28A|P34CDC2","Reconstituted Complex","physical","Vairapandi M (2002)",12124778,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317748,4616,891,110701,107332,"-","-","GADD45B","CCNB1","GADD45BETA|MYD118","CCNB","Reconstituted Complex","physical","Vairapandi M (2002)",12124778,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317750,10912,891,116117,107332,"RP11-260L6.1","-","GADD45G","CCNB1","CR6|DDIT2|GADD45gamma|GRP17","CCNB","Reconstituted Complex","physical","Vairapandi M (2002)",12124778,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317752,983,891,107420,107332,"-","-","CDK1","CCNB1","CDC2|CDC28A|P34CDC2","CCNB","Affinity Capture-Western","physical","Kong M (2000)",10716937,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317753,891,899,107332,107339,"-","-","CCNB1","CCNF","CCNB","FBX1|FBXO1","Affinity Capture-Western","physical","Kong M (2000)",10716937,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317757,10576,898,115827,107338,"-","-","CCT2","CCNE1","99D8.1|CCT-beta|CCTB|HEL-S-100n|PRO1633|TCP-1-beta","CCNE","Affinity Capture-Western","physical","Won KA (1998)",9819444,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317762,1387,672,107777,107140,"-","-","CREBBP","BRCA1","CBP|KAT3A|RSTS","BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53","Reconstituted Complex","physical","Neish AS (1998)",9443979,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317765,3656,3554,109865,109770,"-","-","IRAK2","IL1R1","IRAK-2","CD121A|D2S1473|IL-1R-alpha|IL1R|IL1RA|P80","Affinity Capture-Western","physical","Muzio M (1997)",9374458,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317767,7189,3656,113041,109865,"-","-","TRAF6","IRAK2","MGC:3310|RNF85","IRAK-2","Affinity Capture-Western","physical","Muzio M (1997)",9374458,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317769,3656,4615,109865,110700,"-","-","IRAK2","MYD88","IRAK-2","MYD88D","Affinity Capture-Western","physical","Muzio M (1997)",9374458,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317773,9021,2185,114488,108480,"-","-","SOCS3","PTK2B","ATOD4|CIS3|Cish3|SOCS-3|SSI-3|SSI3","CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK","Two-hybrid","physical","Masuhara M (1997)",9344848,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317777,3643,3717,109854,109920,"-","-","INSR","JAK2","CD220|HHF5","JTK10|THCYT3","Affinity Capture-Western","physical","Maegawa H (1996)",8912646,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317781,8027,3718,113722,109921,"-","-","STAM","JAK3","STAM-1|STAM1","JAK-3|JAK3_HUMAN|JAKL|L-JAK|LJAK","Affinity Capture-Western","physical","Takeshita T (1997)",9133424,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317787,5770,7297,111736,113148,"-","-","PTPN1","TYK2","PTP1B","IMD35|JTK1","Affinity Capture-Western","physical","Myers MP (2001)",11694501,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317788,5770,3717,111736,109920,"-","-","PTPN1","JAK2","PTP1B","JTK10|THCYT3","Affinity Capture-Western","physical","Myers MP (2001)",11694501,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317793,10254,3718,115548,109921,"-","-","STAM2","JAK3","Hbp|STAM2A|STAM2B","JAK-3|JAK3_HUMAN|JAKL|L-JAK|LJAK","Affinity Capture-Western","physical","Endo K (2000)",10899310,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317802,3553,3554,109769,109770,"-","-","IL1B","IL1R1","IL-1|IL1-BETA|IL1F2","CD121A|D2S1473|IL-1R-alpha|IL1R|IL1RA|P80","Reconstituted Complex","physical","Symons JA (1995)",7878046,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317803,7052,5333,112910,111349,"RP5-1054A22.2","-","TGM2","PLCD1","G-ALPHA-h|GNAH|HEL-S-45|TG2|TGC","NDNC3|PLC-III","Affinity Capture-Western","physical","Park ES (1998)",9512491,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317809,64196,6431,249003,112329,"-","-","Safb","SRSF6","-","B52|HEL-S-91|SFRS6|SRP55","Two-hybrid","physical","Nayler O (1998)",9671816,"Rattus norvegicus","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317833,23581,841,117116,107291,"-","-","CASP14","CASP8","-","ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5","Affinity Capture-Western","physical","Hu S (1998)",9792675,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317835,7409,3643,113252,109854,"-","-","VAV1","INSR","VAV","CD220|HHF5","Reconstituted Complex","physical","Uddin S (1995)",7535775,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317836,3643,5781,109854,111745,"-","-","INSR","PTPN11","CD220|HHF5","BPTP3|CFC|NS1|PTP-1D|PTP2C|SH-PTP2|SH-PTP3|SHP2","Affinity Capture-Western","physical","Kharitonenkov A (1995)",7493946,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317837,5781,3643,111745,109854,"-","-","PTPN11","INSR","BPTP3|CFC|NS1|PTP-1D|PTP2C|SH-PTP2|SH-PTP3|SHP2","CD220|HHF5","Reconstituted Complex","physical","Kharitonenkov A (1995)",7493946,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317838,3643,2886,109854,109143,"-","-","INSR","GRB7","CD220|HHF5","-","Two-hybrid","physical","Kasus-Jacobi A (2000)",10803466,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317839,3643,6464,109854,112361,"-","RP11-307C12.1","INSR","SHC1","CD220|HHF5","SHC|SHCA","Two-hybrid","physical","Kasus-Jacobi A (2000)",10803466,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317840,2886,3643,109143,109854,"-","-","GRB7","INSR","-","CD220|HHF5","Reconstituted Complex","physical","Kasus-Jacobi A (2000)",10803466,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317843,6418,9015,112316,114484,"RP11-216B9.3","RP11-378J18.2","SET","TAF1A","2PP2A|I2PP2A|IGAAD|IPP2A2|PHAPII|TAF-I|TAF-IBETA","MGC:17061|RAFI48|SL1|TAFI48","Co-purification","physical","Seo SB (2001)",11163245,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317844,6418,8125,112316,113791,"RP11-216B9.3","-","SET","ANP32A","2PP2A|I2PP2A|IGAAD|IPP2A2|PHAPII|TAF-I|TAF-IBETA","C15orf1|HPPCn|I1PP2A|LANP|MAPM|PHAP1|PHAPI|PP32","Co-purification","physical","Seo SB (2001)",11163245,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317847,6418,8125,112316,113791,"RP11-216B9.3","-","SET","ANP32A","2PP2A|I2PP2A|IGAAD|IPP2A2|PHAPII|TAF-I|TAF-IBETA","C15orf1|HPPCn|I1PP2A|LANP|MAPM|PHAP1|PHAPI|PP32","Reconstituted Complex","physical","Seo SB (2001)",11163245,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317848,6418,9015,112316,114484,"RP11-216B9.3","RP11-378J18.2","SET","TAF1A","2PP2A|I2PP2A|IGAAD|IPP2A2|PHAPII|TAF-I|TAF-IBETA","MGC:17061|RAFI48|SL1|TAFI48","Reconstituted Complex","physical","Seo SB (2001)",11163245,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317849,2033,8290,108347,113895,"RP1-85F18.1","-","EP300","HIST3H3","KAT3B|RSTS2|p300","H3.4|H3/g|H3FT|H3t","Biochemical Activity","physical","Seo SB (2001)",11163245,"Homo sapiens","Homo sapiens","Low Throughput","-","Acetylation","-","-","-","BIOGRID"
317850,2033,121504,108347,125732,"RP1-85F18.1","-","EP300","HIST4H4","KAT3B|RSTS2|p300","H4/p","Biochemical Activity","physical","Seo SB (2001)",11163245,"Homo sapiens","Homo sapiens","Low Throughput","-","Acetylation","-","-","-","BIOGRID"
317852,121504,6418,125732,112316,"-","RP11-216B9.3","HIST4H4","SET","H4/p","2PP2A|I2PP2A|IGAAD|IPP2A2|PHAPII|TAF-I|TAF-IBETA","Reconstituted Complex","physical","Seo SB (2001)",11163245,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317855,8290,6418,113895,112316,"-","RP11-216B9.3","HIST3H3","SET","H3.4|H3/g|H3FT|H3t","2PP2A|I2PP2A|IGAAD|IPP2A2|PHAPII|TAF-I|TAF-IBETA","Reconstituted Complex","physical","Seo SB (2001)",11163245,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317859,8202,8290,113841,113895,"RP5-1049G16.3","-","NCOA3","HIST3H3","ACTR|AIB-1|AIB1|CAGH16|CTG26|KAT13B|RAC3|SRC-3|SRC3|TNRC14|TNRC16|TRAM-1|bHLHe42|pCIP","H3.4|H3/g|H3FT|H3t","Biochemical Activity","physical","Seo SB (2001)",11163245,"Homo sapiens","Homo sapiens","Low Throughput","-","Acetylation","-","-","-","BIOGRID"
317860,8202,121504,113841,125732,"RP5-1049G16.3","-","NCOA3","HIST4H4","ACTR|AIB-1|AIB1|CAGH16|CTG26|KAT13B|RAC3|SRC-3|SRC3|TNRC14|TNRC16|TRAM-1|bHLHe42|pCIP","H4/p","Biochemical Activity","physical","Seo SB (2001)",11163245,"Homo sapiens","Homo sapiens","Low Throughput","-","Acetylation","-","-","-","BIOGRID"
317861,1387,8290,107777,113895,"-","-","CREBBP","HIST3H3","CBP|KAT3A|RSTS","H3.4|H3/g|H3FT|H3t","Biochemical Activity","physical","Seo SB (2001)",11163245,"Homo sapiens","Homo sapiens","Low Throughput","-","Acetylation","-","-","-","BIOGRID"
317862,1387,121504,107777,125732,"-","-","CREBBP","HIST4H4","CBP|KAT3A|RSTS","H4/p","Biochemical Activity","physical","Seo SB (2001)",11163245,"Homo sapiens","Homo sapiens","Low Throughput","-","Acetylation","-","-","-","BIOGRID"
317864,8125,6418,113791,112316,"-","RP11-216B9.3","ANP32A","SET","C15orf1|HPPCn|I1PP2A|LANP|MAPM|PHAP1|PHAPI|PP32","2PP2A|I2PP2A|IGAAD|IPP2A2|PHAPII|TAF-I|TAF-IBETA","Affinity Capture-Western","physical","Seo SB (2001)",11163245,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317872,4868,5606,110928,111592,"-","-","NPHS1","MAP2K3","CNF|NPHN|nephrin","MAPKK3|MEK3|MKK3|PRKMK3|SAPKK-2|SAPKK2","Phenotypic Suppression","genetic","Huber TB (2001)",11562357,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
